FLAI_time	date	location	total_cases	new_cases	total_deaths	new_deaths	population	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	total_boosters_per_hundred	total_vaccinations_per_hundred
43830	2020-01-01	Argentina					45605823.0				
43831	2020-01-02	Argentina					45605823.0				
43832	2020-01-03	Argentina					45605823.0				
43833	2020-01-04	Argentina					45605823.0				
43834	2020-01-05	Argentina					45605823.0				
43835	2020-01-06	Argentina					45605823.0				
43836	2020-01-07	Argentina					45605823.0				
43837	2020-01-08	Argentina					45605823.0				
43838	2020-01-09	Argentina					45605823.0				
43839	2020-01-10	Argentina					45605823.0				
43840	2020-01-11	Argentina					45605823.0				
43841	2020-01-12	Argentina					45605823.0				
43842	2020-01-13	Argentina					45605823.0				
43843	2020-01-14	Argentina					45605823.0				
43844	2020-01-15	Argentina					45605823.0				
43845	2020-01-16	Argentina					45605823.0				
43846	2020-01-17	Argentina					45605823.0				
43847	2020-01-18	Argentina					45605823.0				
43848	2020-01-19	Argentina					45605823.0				
43849	2020-01-20	Argentina					45605823.0				
43850	2020-01-21	Argentina					45605823.0				
43851	2020-01-22	Argentina					45605823.0				
43852	2020-01-23	Argentina					45605823.0				
43853	2020-01-24	Argentina					45605823.0				
43854	2020-01-25	Argentina					45605823.0				
43855	2020-01-26	Argentina					45605823.0				
43856	2020-01-27	Argentina					45605823.0				
43857	2020-01-28	Argentina					45605823.0				
43858	2020-01-29	Argentina					45605823.0				
43859	2020-01-30	Argentina					45605823.0				
43860	2020-01-31	Argentina					45605823.0				
43861	2020-02-01	Argentina					45605823.0				
43862	2020-02-02	Argentina					45605823.0				
43863	2020-02-03	Argentina					45605823.0				
43864	2020-02-04	Argentina					45605823.0				
43865	2020-02-05	Argentina					45605823.0				
43866	2020-02-06	Argentina					45605823.0				
43867	2020-02-07	Argentina					45605823.0				
43868	2020-02-08	Argentina					45605823.0				
43869	2020-02-09	Argentina					45605823.0				
43870	2020-02-10	Argentina					45605823.0				
43871	2020-02-11	Argentina					45605823.0				
43872	2020-02-12	Argentina					45605823.0				
43873	2020-02-13	Argentina					45605823.0				
43874	2020-02-14	Argentina					45605823.0				
43875	2020-02-15	Argentina					45605823.0				
43876	2020-02-16	Argentina					45605823.0				
43877	2020-02-17	Argentina					45605823.0				
43878	2020-02-18	Argentina					45605823.0				
43879	2020-02-19	Argentina					45605823.0				
43880	2020-02-20	Argentina					45605823.0				
43881	2020-02-21	Argentina					45605823.0				
43882	2020-02-22	Argentina					45605823.0				
43883	2020-02-23	Argentina					45605823.0				
43884	2020-02-24	Argentina					45605823.0				
43885	2020-02-25	Argentina					45605823.0				
43886	2020-02-26	Argentina					45605823.0				
43887	2020-02-27	Argentina					45605823.0				
43888	2020-02-28	Argentina					45605823.0				
43889	2020-02-29	Argentina					45605823.0				
43890	2020-03-01	Argentina					45605823.0				
43891	2020-03-02	Argentina					45605823.0				
43892	2020-03-03	Argentina	1.0	1.0			45605823.0				
43893	2020-03-04	Argentina	1.0	0.0			45605823.0				
43894	2020-03-05	Argentina	1.0	0.0			45605823.0				
43895	2020-03-06	Argentina	2.0	1.0			45605823.0				
43896	2020-03-07	Argentina	8.0	6.0			45605823.0				
43897	2020-03-08	Argentina	12.0	4.0	1.0	1.0	45605823.0				
43898	2020-03-09	Argentina	12.0	0.0	1.0	0.0	45605823.0				
43899	2020-03-10	Argentina	17.0	5.0	1.0	0.0	45605823.0				
43900	2020-03-11	Argentina	19.0	2.0	1.0	0.0	45605823.0				
43901	2020-03-12	Argentina	19.0	0.0	1.0	0.0	45605823.0				
43902	2020-03-13	Argentina	31.0	12.0	2.0	1.0	45605823.0				
43903	2020-03-14	Argentina	34.0	3.0	2.0	0.0	45605823.0				
43904	2020-03-15	Argentina	45.0	11.0	2.0	0.0	45605823.0				
43905	2020-03-16	Argentina	56.0	11.0	2.0	0.0	45605823.0				
43906	2020-03-17	Argentina	68.0	12.0	2.0	0.0	45605823.0				
43907	2020-03-18	Argentina	79.0	11.0	2.0	0.0	45605823.0				
43908	2020-03-19	Argentina	97.0	18.0	3.0	1.0	45605823.0				
43909	2020-03-20	Argentina	128.0	31.0	3.0	0.0	45605823.0				
43910	2020-03-21	Argentina	158.0	30.0	4.0	1.0	45605823.0				
43911	2020-03-22	Argentina	266.0	108.0	4.0	0.0	45605823.0				
43912	2020-03-23	Argentina	301.0	35.0	4.0	0.0	45605823.0				
43913	2020-03-24	Argentina	387.0	86.0	6.0	2.0	45605823.0				
43914	2020-03-25	Argentina	387.0	0.0	8.0	2.0	45605823.0				
43915	2020-03-26	Argentina	502.0	115.0	9.0	1.0	45605823.0				
43916	2020-03-27	Argentina	589.0	87.0	13.0	4.0	45605823.0				
43917	2020-03-28	Argentina	690.0	101.0	18.0	5.0	45605823.0				
43918	2020-03-29	Argentina	745.0	55.0	19.0	1.0	45605823.0				
43919	2020-03-30	Argentina	820.0	75.0	23.0	4.0	45605823.0				
43920	2020-03-31	Argentina	1054.0	234.0	27.0	4.0	45605823.0				
43921	2020-04-01	Argentina	1054.0	0.0	28.0	1.0	45605823.0				
43922	2020-04-02	Argentina	1133.0	79.0	36.0	8.0	45605823.0				
43923	2020-04-03	Argentina	1265.0	132.0	39.0	3.0	45605823.0				
43924	2020-04-04	Argentina	1451.0	186.0	43.0	4.0	45605823.0				
43925	2020-04-05	Argentina	1451.0	0.0	44.0	1.0	45605823.0				
43926	2020-04-06	Argentina	1554.0	103.0	48.0	4.0	45605823.0				
43927	2020-04-07	Argentina	1628.0	74.0	56.0	8.0	45605823.0				
43928	2020-04-08	Argentina	1715.0	87.0	63.0	7.0	45605823.0				
43929	2020-04-09	Argentina	1795.0	80.0	72.0	9.0	45605823.0				
43930	2020-04-10	Argentina	1975.0	180.0	82.0	10.0	45605823.0				
43931	2020-04-11	Argentina	1975.0	0.0	83.0	1.0	45605823.0				
43932	2020-04-12	Argentina	2142.0	167.0	90.0	7.0	45605823.0				
43933	2020-04-13	Argentina	2208.0	66.0	97.0	7.0	45605823.0				
43934	2020-04-14	Argentina	2277.0	69.0	102.0	5.0	45605823.0				
43935	2020-04-15	Argentina	2443.0	166.0	111.0	9.0	45605823.0				
43936	2020-04-16	Argentina	2571.0	128.0	115.0	4.0	45605823.0				
43937	2020-04-17	Argentina	2669.0	98.0	123.0	8.0	45605823.0				
43938	2020-04-18	Argentina	2758.0	89.0	129.0	6.0	45605823.0				
43939	2020-04-19	Argentina	2839.0	81.0	132.0	3.0	45605823.0				
43940	2020-04-20	Argentina	2941.0	102.0	136.0	4.0	45605823.0				
43941	2020-04-21	Argentina	3031.0	90.0	147.0	11.0	45605823.0				
43942	2020-04-22	Argentina	3144.0	113.0	152.0	5.0	45605823.0				
43943	2020-04-23	Argentina	3435.0	291.0	165.0	13.0	45605823.0				
43944	2020-04-24	Argentina	3607.0	172.0	176.0	11.0	45605823.0				
43945	2020-04-25	Argentina	3780.0	173.0	185.0	9.0	45605823.0				
43946	2020-04-26	Argentina	3892.0	112.0	192.0	7.0	45605823.0				
43947	2020-04-27	Argentina	4003.0	111.0	197.0	5.0	45605823.0				
43948	2020-04-28	Argentina	4127.0	124.0	207.0	10.0	45605823.0				
43949	2020-04-29	Argentina	4285.0	158.0	214.0	7.0	45605823.0				
43950	2020-04-30	Argentina	4428.0	143.0	218.0	4.0	45605823.0				
43951	2020-05-01	Argentina	4532.0	104.0	225.0	7.0	45605823.0				
43952	2020-05-02	Argentina	4681.0	149.0	237.0	12.0	45605823.0				
43953	2020-05-03	Argentina	4783.0	102.0	246.0	9.0	45605823.0				
43954	2020-05-04	Argentina	4887.0	104.0	260.0	14.0	45605823.0				
43955	2020-05-05	Argentina	5020.0	133.0	264.0	4.0	45605823.0				
43956	2020-05-06	Argentina	5208.0	188.0	273.0	9.0	45605823.0				
43957	2020-05-07	Argentina	5371.0	163.0	282.0	9.0	45605823.0				
43958	2020-05-08	Argentina	5611.0	240.0	293.0	11.0	45605823.0				
43959	2020-05-09	Argentina	5776.0	165.0	300.0	7.0	45605823.0				
43960	2020-05-10	Argentina	6034.0	258.0	305.0	5.0	45605823.0				
43961	2020-05-11	Argentina	6278.0	244.0	314.0	9.0	45605823.0				
43962	2020-05-12	Argentina	6563.0	285.0	319.0	5.0	45605823.0				
43963	2020-05-13	Argentina	6879.0	316.0	329.0	10.0	45605823.0				
43964	2020-05-14	Argentina	7134.0	255.0	353.0	24.0	45605823.0				
43965	2020-05-15	Argentina	7479.0	345.0	356.0	3.0	45605823.0				
43966	2020-05-16	Argentina	7805.0	326.0	363.0	7.0	45605823.0				
43967	2020-05-17	Argentina	8068.0	263.0	373.0	10.0	45605823.0				
43968	2020-05-18	Argentina	8371.0	303.0	382.0	9.0	45605823.0				
43969	2020-05-19	Argentina	8809.0	438.0	393.0	11.0	45605823.0				
43970	2020-05-20	Argentina	9283.0	474.0	403.0	10.0	45605823.0				
43971	2020-05-21	Argentina	9931.0	648.0	416.0	13.0	45605823.0				
43972	2020-05-22	Argentina	10649.0	718.0	433.0	17.0	45605823.0				
43973	2020-05-23	Argentina	11353.0	704.0	445.0	12.0	45605823.0				
43974	2020-05-24	Argentina	12076.0	723.0	452.0	7.0	45605823.0				
43975	2020-05-25	Argentina	12628.0	552.0	467.0	15.0	45605823.0				
43976	2020-05-26	Argentina	13228.0	600.0	484.0	17.0	45605823.0				
43977	2020-05-27	Argentina	13933.0	705.0	500.0	16.0	45605823.0				
43978	2020-05-28	Argentina	14702.0	769.0	508.0	8.0	45605823.0				
43979	2020-05-29	Argentina	15419.0	717.0	520.0	12.0	45605823.0				
43980	2020-05-30	Argentina	16214.0	795.0	528.0	8.0	45605823.0				
43981	2020-05-31	Argentina	16851.0	637.0	539.0	11.0	45605823.0				
43982	2020-06-01	Argentina	17415.0	564.0	556.0	17.0	45605823.0				
43983	2020-06-02	Argentina	18319.0	904.0	569.0	13.0	45605823.0				
43984	2020-06-03	Argentina	19268.0	949.0	583.0	14.0	45605823.0				
43985	2020-06-04	Argentina	20197.0	929.0	608.0	25.0	45605823.0				
43986	2020-06-05	Argentina	21037.0	840.0	632.0	24.0	45605823.0				
43987	2020-06-06	Argentina	22020.0	983.0	648.0	16.0	45605823.0				
43988	2020-06-07	Argentina	22794.0	774.0	664.0	16.0	45605823.0				
43989	2020-06-08	Argentina	23620.0	826.0	693.0	29.0	45605823.0				
43990	2020-06-09	Argentina	24761.0	1141.0	717.0	24.0	45605823.0				
43991	2020-06-10	Argentina	25987.0	1226.0	735.0	18.0	45605823.0				
43992	2020-06-11	Argentina	27373.0	1386.0	765.0	30.0	45605823.0				
43993	2020-06-12	Argentina	28764.0	1391.0	785.0	20.0	45605823.0				
43994	2020-06-13	Argentina	30295.0	1531.0	815.0	30.0	45605823.0				
43995	2020-06-14	Argentina	31577.0	1282.0	833.0	18.0	45605823.0				
43996	2020-06-15	Argentina	32785.0	1208.0	854.0	21.0	45605823.0				
43997	2020-06-16	Argentina	34159.0	1374.0	878.0	24.0	45605823.0				
43998	2020-06-17	Argentina	35552.0	1393.0	913.0	35.0	45605823.0				
43999	2020-06-18	Argentina	37510.0	1958.0	948.0	35.0	45605823.0				
44000	2020-06-19	Argentina	39570.0	2060.0	979.0	31.0	45605823.0				
44001	2020-06-20	Argentina	41204.0	1634.0	992.0	13.0	45605823.0				
44002	2020-06-21	Argentina	42785.0	1581.0	1011.0	19.0	45605823.0				
44003	2020-06-22	Argentina	44931.0	2146.0	1043.0	32.0	45605823.0				
44004	2020-06-23	Argentina	47203.0	2272.0	1078.0	35.0	45605823.0				
44005	2020-06-24	Argentina	49851.0	2648.0	1116.0	38.0	45605823.0				
44006	2020-06-25	Argentina	52457.0	2606.0	1150.0	34.0	45605823.0				
44007	2020-06-26	Argentina	55343.0	2886.0	1184.0	34.0	45605823.0				
44008	2020-06-27	Argentina	57744.0	2401.0	1207.0	23.0	45605823.0				
44009	2020-06-28	Argentina	59933.0	2189.0	1232.0	25.0	45605823.0				
44010	2020-06-29	Argentina	62268.0	2335.0	1280.0	48.0	45605823.0				
44011	2020-06-30	Argentina	64530.0	2262.0	1307.0	27.0	45605823.0				
44012	2020-07-01	Argentina	67197.0	2667.0	1351.0	44.0	45605823.0				
44013	2020-07-02	Argentina	69941.0	2744.0	1385.0	34.0	45605823.0				
44014	2020-07-03	Argentina	72786.0	2845.0	1437.0	52.0	45605823.0				
44015	2020-07-04	Argentina	75376.0	2590.0	1481.0	44.0	45605823.0				
44016	2020-07-05	Argentina	77815.0	2439.0	1507.0	26.0	45605823.0				
44017	2020-07-06	Argentina	80447.0	2632.0	1582.0	75.0	45605823.0				
44018	2020-07-07	Argentina	83426.0	2979.0	1644.0	62.0	45605823.0				
44019	2020-07-08	Argentina	87030.0	3604.0	1694.0	50.0	45605823.0				
44020	2020-07-09	Argentina	90693.0	3663.0	1720.0	26.0	45605823.0				
44021	2020-07-10	Argentina	94060.0	3367.0	1774.0	54.0	45605823.0				
44022	2020-07-11	Argentina	97509.0	3449.0	1810.0	36.0	45605823.0				
44023	2020-07-12	Argentina	100166.0	2657.0	1845.0	35.0	45605823.0				
44024	2020-07-13	Argentina	103265.0	3099.0	1903.0	58.0	45605823.0				
44025	2020-07-14	Argentina	106910.0	3645.0	1968.0	65.0	45605823.0				
44026	2020-07-15	Argentina	111146.0	4236.0	2050.0	82.0	45605823.0				
44027	2020-07-16	Argentina	114783.0	3637.0	2112.0	62.0	45605823.0				
44028	2020-07-17	Argentina	119301.0	4518.0	2178.0	66.0	45605823.0				
44029	2020-07-18	Argentina	122524.0	3223.0	2220.0	42.0	45605823.0				
44030	2020-07-19	Argentina	126755.0	4231.0	2260.0	40.0	45605823.0				
44031	2020-07-20	Argentina	130774.0	4019.0	2373.0	113.0	45605823.0				
44032	2020-07-21	Argentina	136118.0	5344.0	2490.0	117.0	45605823.0				
44033	2020-07-22	Argentina	141900.0	5782.0	2588.0	98.0	45605823.0				
44034	2020-07-23	Argentina	148027.0	6127.0	2702.0	114.0	45605823.0				
44035	2020-07-24	Argentina	153520.0	5493.0	2807.0	105.0	45605823.0				
44036	2020-07-25	Argentina	158334.0	4814.0	2893.0	86.0	45605823.0				
44037	2020-07-26	Argentina	162526.0	4192.0	2939.0	46.0	45605823.0				
44038	2020-07-27	Argentina	167416.0	4890.0	3059.0	120.0	45605823.0				
44039	2020-07-28	Argentina	173355.0	5939.0	3179.0	120.0	45605823.0				
44040	2020-07-29	Argentina	178996.0	5641.0	3288.0	109.0	45605823.0				
44041	2020-07-30	Argentina	185373.0	6377.0	3441.0	153.0	45605823.0				
44042	2020-07-31	Argentina	191302.0	5929.0	3543.0	102.0	45605823.0				
44043	2020-08-01	Argentina	196543.0	5241.0	3596.0	53.0	45605823.0				
44044	2020-08-02	Argentina	201919.0	5376.0	3648.0	52.0	45605823.0				
44045	2020-08-03	Argentina	206743.0	4824.0	3813.0	165.0	45605823.0				
44046	2020-08-04	Argentina	213535.0	6792.0	3979.0	166.0	45605823.0				
44047	2020-08-05	Argentina	220682.0	7147.0	4106.0	127.0	45605823.0				
44048	2020-08-06	Argentina	228195.0	7513.0	4251.0	145.0	45605823.0				
44049	2020-08-07	Argentina	235677.0	7482.0	4411.0	160.0	45605823.0				
44050	2020-08-08	Argentina	241811.0	6134.0	4523.0	112.0	45605823.0				
44051	2020-08-09	Argentina	246499.0	4688.0	4606.0	83.0	45605823.0				
44052	2020-08-10	Argentina	253868.0	7369.0	4764.0	158.0	45605823.0				
44053	2020-08-11	Argentina	260911.0	7043.0	5004.0	240.0	45605823.0				
44054	2020-08-12	Argentina	268574.0	7663.0	5213.0	209.0	45605823.0				
44055	2020-08-13	Argentina	276072.0	7498.0	5362.0	149.0	45605823.0				
44056	2020-08-14	Argentina	282437.0	6365.0	5527.0	165.0	45605823.0				
44057	2020-08-15	Argentina	289100.0	6663.0	5637.0	110.0	45605823.0				
44058	2020-08-16	Argentina	294569.0	5469.0	5703.0	66.0	45605823.0				
44059	2020-08-17	Argentina	299126.0	4557.0	5814.0	111.0	45605823.0				
44060	2020-08-18	Argentina	305966.0	6840.0	6048.0	234.0	45605823.0				
44061	2020-08-19	Argentina	312659.0	6693.0	6330.0	282.0	45605823.0				
44062	2020-08-20	Argentina	320884.0	8225.0	6517.0	187.0	45605823.0				
44063	2020-08-21	Argentina	329043.0	8159.0	6730.0	213.0	45605823.0				
44064	2020-08-22	Argentina	336802.0	7759.0	6848.0	118.0	45605823.0				
44065	2020-08-23	Argentina	342154.0	5352.0	6985.0	137.0	45605823.0				
44066	2020-08-24	Argentina	350867.0	8713.0	7366.0	381.0	45605823.0				
44067	2020-08-25	Argentina	359638.0	8771.0	7563.0	197.0	45605823.0				
44068	2020-08-26	Argentina	370188.0	10550.0	7839.0	276.0	45605823.0				
44069	2020-08-27	Argentina	380292.0	10104.0	8050.0	211.0	45605823.0				
44070	2020-08-28	Argentina	392009.0	11717.0	8271.0	221.0	45605823.0				
44071	2020-08-29	Argentina	401239.0	9230.0	8353.0	82.0	45605823.0				
44072	2020-08-30	Argentina	408426.0	7187.0	8457.0	104.0	45605823.0				
44073	2020-08-31	Argentina	417735.0	9309.0	8660.0	203.0	45605823.0				
44074	2020-09-01	Argentina	428239.0	10504.0	8919.0	259.0	45605823.0				
44075	2020-09-02	Argentina	439172.0	10933.0	9118.0	199.0	45605823.0				
44076	2020-09-03	Argentina	451198.0	12026.0	9361.0	243.0	45605823.0				
44077	2020-09-04	Argentina	461882.0	10684.0	9623.0	262.0	45605823.0				
44078	2020-09-05	Argentina	471806.0	9924.0	9739.0	116.0	45605823.0				
44079	2020-09-06	Argentina	478792.0	6986.0	9859.0	120.0	45605823.0				
44080	2020-09-07	Argentina	488007.0	9215.0	10129.0	270.0	45605823.0				
44081	2020-09-08	Argentina	500034.0	12027.0	10405.0	276.0	45605823.0				
44082	2020-09-09	Argentina	512293.0	12259.0	10658.0	253.0	45605823.0				
44083	2020-09-10	Argentina	524198.0	11905.0	10907.0	249.0	45605823.0				
44084	2020-09-11	Argentina	535705.0	11507.0	11148.0	241.0	45605823.0				
44085	2020-09-12	Argentina	546481.0	10776.0	11263.0	115.0	45605823.0				
44086	2020-09-13	Argentina	555537.0	9056.0	11352.0	89.0	45605823.0				
44087	2020-09-14	Argentina	565446.0	9909.0	11667.0	315.0	45605823.0				
44088	2020-09-15	Argentina	577338.0	11892.0	11852.0	185.0	45605823.0				
44089	2020-09-16	Argentina	589012.0	11674.0	12116.0	264.0	45605823.0				
44090	2020-09-17	Argentina	601713.0	12701.0	12460.0	344.0	45605823.0				
44091	2020-09-18	Argentina	613658.0	11945.0	12656.0	196.0	45605823.0				
44092	2020-09-19	Argentina	622934.0	9276.0	12799.0	143.0	45605823.0				
44093	2020-09-20	Argentina	631365.0	8431.0	13053.0	254.0	45605823.0				
44094	2020-09-21	Argentina	640147.0	8782.0	13482.0	429.0	45605823.0				
44095	2020-09-22	Argentina	652174.0	12027.0	13952.0	470.0	45605823.0				
44096	2020-09-23	Argentina	664799.0	12625.0	14376.0	424.0	45605823.0				
44097	2020-09-24	Argentina	678266.0	13467.0	14766.0	390.0	45605823.0				
44098	2020-09-25	Argentina	691235.0	12969.0	15208.0	442.0	45605823.0				
44099	2020-09-26	Argentina	702484.0	11249.0	15543.0	335.0	45605823.0				
44100	2020-09-27	Argentina	711325.0	8841.0	15749.0	206.0	45605823.0				
44101	2020-09-28	Argentina	723132.0	11807.0	16113.0	364.0	45605823.0				
44102	2020-09-29	Argentina	736609.0	13477.0	16519.0	406.0	45605823.0				
44103	2020-09-30	Argentina	751001.0	14392.0	16937.0	418.0	45605823.0				
44104	2020-10-01	Argentina	765002.0	14001.0	20288.0	3351.0	45605823.0				
44105	2020-10-02	Argentina	779689.0	14687.0	20599.0	311.0	45605823.0				
44106	2020-10-03	Argentina	790818.0	11129.0	20795.0	196.0	45605823.0				
44107	2020-10-04	Argentina	798486.0	7668.0	21018.0	223.0	45605823.0				
44108	2020-10-05	Argentina	809728.0	11242.0	21468.0	450.0	45605823.0				
44109	2020-10-06	Argentina	824468.0	14740.0	21827.0	359.0	45605823.0				
44110	2020-10-07	Argentina	840915.0	16447.0	22226.0	399.0	45605823.0				
44111	2020-10-08	Argentina	856369.0	15454.0	22710.0	484.0	45605823.0				
44112	2020-10-09	Argentina	871468.0	15099.0	23225.0	515.0	45605823.0				
44113	2020-10-10	Argentina	883882.0	12414.0	23581.0	356.0	45605823.0				
44114	2020-10-11	Argentina	894206.0	10324.0	23868.0	287.0	45605823.0				
44115	2020-10-12	Argentina	903730.0	9524.0	24186.0	318.0	45605823.0				
44116	2020-10-13	Argentina	917035.0	13305.0	24572.0	386.0	45605823.0				
44117	2020-10-14	Argentina	931967.0	14932.0	24921.0	349.0	45605823.0				
44118	2020-10-15	Argentina	949063.0	17096.0	25342.0	421.0	45605823.0				
44119	2020-10-16	Argentina	965609.0	16546.0	25723.0	381.0	45605823.0				
44120	2020-10-17	Argentina	979119.0	13510.0	26107.0	384.0	45605823.0				
44121	2020-10-18	Argentina	989680.0	10561.0	26267.0	160.0	45605823.0				
44122	2020-10-19	Argentina	1002662.0	12982.0	26716.0	449.0	45605823.0				
44123	2020-10-20	Argentina	1018999.0	16337.0	27100.0	384.0	45605823.0				
44124	2020-10-21	Argentina	1037325.0	18326.0	27519.0	419.0	45605823.0				
44125	2020-10-22	Argentina	1053650.0	16325.0	27957.0	438.0	45605823.0				
44126	2020-10-23	Argentina	1069368.0	15718.0	28338.0	381.0	45605823.0				
44127	2020-10-24	Argentina	1081336.0	11968.0	28613.0	275.0	45605823.0				
44128	2020-10-25	Argentina	1090589.0	9253.0	28896.0	283.0	45605823.0				
44129	2020-10-26	Argentina	1102301.0	11712.0	29301.0	405.0	45605823.0				
44130	2020-10-27	Argentina	1116609.0	14308.0	29730.0	429.0	45605823.0				
44131	2020-10-28	Argentina	1130533.0	13924.0	30071.0	341.0	45605823.0				
44132	2020-10-29	Argentina	1143800.0	13267.0	30442.0	371.0	45605823.0				
44133	2020-10-30	Argentina	1157179.0	13379.0	30792.0	350.0	45605823.0				
44134	2020-10-31	Argentina	1166924.0	9745.0	31002.0	210.0	45605823.0				
44135	2020-11-01	Argentina	1173533.0	6609.0	31140.0	138.0	45605823.0				
44136	2020-11-02	Argentina	1183131.0	9598.0	31623.0	483.0	45605823.0				
44137	2020-11-03	Argentina	1195276.0	12145.0	32052.0	429.0	45605823.0				
44138	2020-11-04	Argentina	1205928.0	10652.0	32520.0	468.0	45605823.0				
44139	2020-11-05	Argentina	1217028.0	11100.0	32766.0	246.0	45605823.0				
44140	2020-11-06	Argentina	1228814.0	11786.0	33136.0	370.0	45605823.0				
44141	2020-11-07	Argentina	1236851.0	8037.0	33348.0	212.0	45605823.0				
44142	2020-11-08	Argentina	1242182.0	5331.0	33560.0	212.0	45605823.0				
44143	2020-11-09	Argentina	1250499.0	8317.0	33907.0	347.0	45605823.0				
44144	2020-11-10	Argentina	1262476.0	11977.0	34183.0	276.0	45605823.0				
44145	2020-11-11	Argentina	1273356.0	10880.0	34531.0	348.0	45605823.0				
44146	2020-11-12	Argentina	1284519.0	11163.0	34782.0	251.0	45605823.0				
44147	2020-11-13	Argentina	1296378.0	11859.0	35045.0	263.0	45605823.0				
44148	2020-11-14	Argentina	1304846.0	8468.0	35307.0	262.0	45605823.0				
44149	2020-11-15	Argentina	1310491.0	5645.0	35436.0	129.0	45605823.0				
44150	2020-11-16	Argentina	1318384.0	7893.0	35727.0	291.0	45605823.0				
44151	2020-11-17	Argentina	1329005.0	10621.0	36106.0	379.0	45605823.0				
44152	2020-11-18	Argentina	1339337.0	10332.0	36347.0	241.0	45605823.0				
44153	2020-11-19	Argentina	1349434.0	10097.0	36532.0	185.0	45605823.0				
44154	2020-11-20	Argentina	1359042.0	9608.0	36790.0	258.0	45605823.0				
44155	2020-11-21	Argentina	1366182.0	7140.0	36902.0	112.0	45605823.0				
44156	2020-11-22	Argentina	1370366.0	4184.0	37002.0	100.0	45605823.0				
44157	2020-11-23	Argentina	1374631.0	4265.0	37122.0	120.0	45605823.0				
44158	2020-11-24	Argentina	1381795.0	7164.0	37432.0	310.0	45605823.0				
44159	2020-11-25	Argentina	1390388.0	8593.0	37714.0	282.0	45605823.0				
44160	2020-11-26	Argentina	1399431.0	9043.0	37941.0	227.0	45605823.0				
44161	2020-11-27	Argentina	1407277.0	7846.0	38216.0	275.0	45605823.0				
44162	2020-11-28	Argentina	1413375.0	6098.0	38322.0	106.0	45605823.0				
44163	2020-11-29	Argentina	1418807.0	5432.0	38473.0	151.0	45605823.0				
44164	2020-11-30	Argentina	1424533.0	5726.0	38730.0	257.0	45605823.0				
44165	2020-12-01	Argentina	1432570.0	8037.0	38928.0	198.0	45605823.0				
44166	2020-12-02	Argentina	1440103.0	7533.0	39156.0	228.0	45605823.0				
44167	2020-12-03	Argentina	1447732.0	7629.0	39305.0	149.0	45605823.0				
44168	2020-12-04	Argentina	1454631.0	6899.0	39512.0	207.0	45605823.0				
44169	2020-12-05	Argentina	1459832.0	5201.0	39632.0	120.0	45605823.0				
44170	2020-12-06	Argentina	1463110.0	3278.0	39770.0	138.0	45605823.0				
44171	2020-12-07	Argentina	1466309.0	3199.0	39888.0	118.0	45605823.0				
44172	2020-12-08	Argentina	1469919.0	3610.0	40009.0	121.0	45605823.0				
44173	2020-12-09	Argentina	1475222.0	5303.0	40222.0	213.0	45605823.0				
44174	2020-12-10	Argentina	1482216.0	6994.0	40431.0	209.0	45605823.0				
44175	2020-12-11	Argentina	1489328.0	7112.0	40606.0	175.0	45605823.0				
44176	2020-12-12	Argentina	1494602.0	5274.0	40668.0	62.0	45605823.0				
44177	2020-12-13	Argentina	1498160.0	3558.0	40766.0	98.0	45605823.0				
44178	2020-12-14	Argentina	1503222.0	5062.0	41041.0	275.0	45605823.0				
44179	2020-12-15	Argentina	1510203.0	6981.0	41204.0	163.0	45605823.0				
44180	2020-12-16	Argentina	1517046.0	6843.0	41365.0	161.0	45605823.0				
44181	2020-12-17	Argentina	1524372.0	7326.0	41534.0	169.0	45605823.0				
44182	2020-12-18	Argentina	1531374.0	7002.0	41672.0	138.0	45605823.0				
44183	2020-12-19	Argentina	1537169.0	5795.0	41763.0	91.0	45605823.0				
44184	2020-12-20	Argentina	1541285.0	4116.0	41813.0	50.0	45605823.0				
44185	2020-12-21	Argentina	1547138.0	5853.0	41997.0	184.0	45605823.0				
44186	2020-12-22	Argentina	1555279.0	8141.0	42254.0	257.0	45605823.0				
44187	2020-12-23	Argentina	1563865.0	8586.0	42314.0	60.0	45605823.0				
44188	2020-12-24	Argentina	1563865.0	0.0	42314.0	0.0	45605823.0				
44189	2020-12-25	Argentina	1574554.0	10689.0	42422.0	108.0	45605823.0				
44190	2020-12-26	Argentina	1578267.0	3713.0	42501.0	79.0	45605823.0				
44191	2020-12-27	Argentina	1583297.0	5030.0	42650.0	149.0	45605823.0				
44192	2020-12-28	Argentina	1590513.0	7216.0	42868.0	218.0	45605823.0				
44193	2020-12-29	Argentina	1602163.0	11650.0	43018.0	150.0	45605823.0	0.04	0.0		0.04
44194	2020-12-30	Argentina	1613928.0	11765.0	43163.0	145.0	45605823.0	0.09	0.0		0.09
44195	2020-12-31	Argentina	1625514.0	11586.0	43245.0	82.0	45605823.0	0.1	0.0		0.1
44196	2021-01-01	Argentina	1629594.0	4080.0	43319.0	74.0	45605823.0	0.1	0.0		0.1
44197	2021-01-02	Argentina	1634834.0	5240.0	43375.0	56.0	45605823.0	0.1	0.0		0.1
44198	2021-01-03	Argentina	1640718.0	5884.0	43482.0	107.0	45605823.0	0.1	0.0	0.0	0.1
44199	2021-01-04	Argentina	1648940.0	8222.0	43634.0	152.0	45605823.0	0.13	0.0	0.0	0.13
